name,mitra_brand_name,location,link
Telkomsel Software Development Intern - Software Engineer,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/41a16c1a-fc8d-11ee-be48-1676ae1015eb
Telkomsel UI/UX Designer Intern,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/5ec164fd-fc8c-11ee-a0c9-42fbd8755c1a
Telkomsel Data Analytics Intern,Telkomsel,Kota Balikpapan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/f5ee6058-fc9d-11ee-877d-ee833f3bb5c3
Telkomsel Software Development Intern - Software Engineer,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/0f1ebf2d-fc8a-11ee-be48-1676ae1015eb
Telkomsel UI/UX Designer Intern,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/2e4cdd18-fc89-11ee-a0c9-42fbd8755c1a
Telkomsel Data Engineer Intern,Telkomsel,Kota Medan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/0cb9304a-fc88-11ee-b3c3-42bfe4d30846
Telkomsel Network Operation Intern,Telkomsel,Kota Medan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/4b593c96-fc87-11ee-877d-ee833f3bb5c3
Telkomsel Network Deployment Intern,Telkomsel,Kota Medan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/dd6c8c03-fc86-11ee-877d-ee833f3bb5c3
Telkomsel Data Analytics Intern,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/7b5d5072-fc71-11ee-b3c3-42bfe4d30846
Telkomsel Software Development Intern - Software Engineer,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/c1e4d697-fc67-11ee-8396-5671af9c94b6
Telkomsel UI/UX Designer Intern,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/d8bd9dbc-fc66-11ee-8396-5671af9c94b6
Telkomsel Network Operation Intern - Network Operation,Telkomsel,Kota Palembang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/786c7b45-fc62-11ee-877d-ee833f3bb5c3
Telkomsel UI/UX Research Intern,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/25a776ba-fbd8-11ee-abd0-bac89eb07546
Telkomsel Software Development Intern - Software Engineer,Telkomsel,Kota Palembang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/835d93d0-fb91-11ee-828e-bacafdd728b8
Telkomsel Software Development Intern - FrontEnd Engineer,Telkomsel,Kota Palembang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/0c58fab8-fb91-11ee-a84a-72d99f96bee5
Telkomsel Software Development Intern - BackEnd Engineer,Telkomsel,Kota Palembang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/5db2cd7a-fb90-11ee-a84a-72d99f96bee5
Telkomsel Software Development Intern - BackEnd Engineer,Telkomsel,Kota Medan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/5c2db770-fb8c-11ee-9129-da28f9df4d8d
Telkomsel Software Development Intern - FrontEnd Engineer,Telkomsel,Kota Medan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/7ab53594-fb8b-11ee-82ee-42fdda477ac9
Telkomsel NextGen Technology Development Intern - Solution IoT Engineer,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/cf42ff08-fc58-11ee-be48-1676ae1015eb
Telkomsel Software Development Intern - Web Developer Engineer,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/820b53a1-fbbb-11ee-877d-ee833f3bb5c3
Telkomsel Software Developer Intern - Mobile Apps Engineer (Android),Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/5d3a4b27-fbba-11ee-b3c3-42bfe4d30846
Telkomsel Data Analytics Intern,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/ebdfd921-fbde-11ee-be48-1676ae1015eb
Telkomsel Software Development Intern - FrontEnd Engineer,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/940fdd29-fbde-11ee-be48-1676ae1015eb
Telkomsel UI/UX Designer Intern,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/393c50c7-fbde-11ee-be48-1676ae1015eb
Telkomsel Software Development Intern - Technical Writer,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/330dde54-fbaa-11ee-a1f2-76201b409d70
Telkomsel Data Engineer Intern,Telkomsel,Kota Pekanbaru,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/7770092d-fba7-11ee-a84a-72d99f96bee5
Telkomsel Software Development Intern - Unix/Linux Engineer,Telkomsel,Kota Pekanbaru,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/4d48bffb-fba5-11ee-a84a-72d99f96bee5
Telkomsel Network Deployment and Operation Intern,Telkomsel,Kota Pekanbaru,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/55a2fe9b-fba4-11ee-a84a-72d99f96bee5
Telkomsel Software Development Intern - Web Developer Engineer,Telkomsel,Kota Pekanbaru,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/90cef049-fba1-11ee-8c8f-4a2215ac4dec
Telkomsel Data Analytics Intern,Telkomsel,Kota Pekanbaru,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/5e0e4b8b-fba0-11ee-9129-da28f9df4d8d
Telkomsel UI/UX Designer Intern,Telkomsel,Kota Pekanbaru,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/8eba23c8-fba6-11ee-a84a-72d99f96bee5
Telkomsel Data Analytics Intern,Telkomsel,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/bf5f4ac4-fbd9-11ee-be48-1676ae1015eb
Back-End Developer (Industrial),Healthy One (Pharos and Century Group),Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a8b9565-6c7e-4049-938c-910d122b58bc/a57c47f1-e724-11ee-b8d8-825b8ab1a372
Robotic Programming / Electrical Engineer / IoT Specialist,Healthy One (Pharos and Century Group),Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a8b9565-6c7e-4049-938c-910d122b58bc/71049a88-e736-11ee-892e-625b95afbbc9
Front-End Developer (Flutter),Healthy One (Pharos and Century Group),Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a8b9565-6c7e-4049-938c-910d122b58bc/34b6edc1-e591-11ee-826e-82a549dac64f
UI/UX Designer,Healthy One (Pharos and Century Group),Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a8b9565-6c7e-4049-938c-910d122b58bc/9f6308dc-e58e-11ee-97b7-caa6484cdffa
Back-End Developer (Python),Healthy One (Pharos and Century Group),Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a8b9565-6c7e-4049-938c-910d122b58bc/b979e57c-e593-11ee-ac27-32063028c0d6
Software Quality Assurance / Project Management,Healthy One (Pharos and Century Group),Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a8b9565-6c7e-4049-938c-910d122b58bc/9204f3ca-e5c1-11ee-ac27-32063028c0d6
Front-End Developer (React Native),Healthy One (Pharos and Century Group),Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a8b9565-6c7e-4049-938c-910d122b58bc/7ca59fcc-e698-11ee-9c02-02821e8cc76a
Back-End Developer (Golang),Healthy One (Pharos and Century Group),Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a8b9565-6c7e-4049-938c-910d122b58bc/94e94d4c-e69e-11ee-9c02-02821e8cc76a
Data Analyst / Data Scientist & AI Developer,Healthy One (Pharos and Century Group),Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a8b9565-6c7e-4049-938c-910d122b58bc/9f20286e-e5b4-11ee-ac27-32063028c0d6
Data Engineer Intern,Bina Pertiwi,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/875396aa-69e1-41cd-853c-b6208ecaf707/810b8c1f-fd6a-11ee-9648-aa9bf47860c9
Front-End Web Developer,Homeschooling Kak Seto Depok,Kota Depok,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/68120427-8f42-456c-bdf1-9d0aa271c406/523852e4-fc96-11ee-be48-1676ae1015eb
Technology Process Management and RAMS,PT INKA (Persero),Kota Madiun,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/5ae2c8ab-a660-4edb-b787-5ecb8409e1a7/66e0ed00-fca1-11ee-a0c9-42fbd8755c1a
IT,PT INKA (Persero),Kota Madiun,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/5ae2c8ab-a660-4edb-b787-5ecb8409e1a7/546089f9-fc6d-11ee-b3c3-42bfe4d30846
Software Engineer ,Dinas Kependudukan Dan Pencatatan Sipil Kota Malang,Kota Malang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/21b370b7-5c01-4efc-a9bc-26c29b07b636/8bbeafc3-f180-11ee-af0a-42786e9b30fb
Software Tester ,Dinas Kependudukan Dan Pencatatan Sipil Kota Malang,Kota Malang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/21b370b7-5c01-4efc-a9bc-26c29b07b636/e0b8a81a-f17f-11ee-9129-da28f9df4d8d
System Analyst,Dinas Kependudukan Dan Pencatatan Sipil Kota Malang,Kota Malang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/21b370b7-5c01-4efc-a9bc-26c29b07b636/53567126-f17f-11ee-9129-da28f9df4d8d
Digital Data - Autopedia (Jakarta),ASSA,Kota Jakarta Utara,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/631c1888-6d99-43db-bfff-086dafc150c3/ffefe8e0-fbac-11ee-ae59-1295b2c39143
Mobile App Developer,Vocasia,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/37a52afe-7f21-4fab-b957-5b365d5a2602/39cd8dea-fbf9-11ee-b3c3-42bfe4d30846
Front End Developer,Vocasia,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/37a52afe-7f21-4fab-b957-5b365d5a2602/b9450542-fbfc-11ee-b3c3-42bfe4d30846
Back End Developer,Vocasia,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/37a52afe-7f21-4fab-b957-5b365d5a2602/82142d9d-fbfd-11ee-b3c3-42bfe4d30846
UI/UX Designer,Vocasia,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/37a52afe-7f21-4fab-b957-5b365d5a2602/08d8fccd-fbfe-11ee-be48-1676ae1015eb
Software Tester / QA,Vocasia,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/37a52afe-7f21-4fab-b957-5b365d5a2602/76c063ea-fbfe-11ee-b3c3-42bfe4d30846
Programmer Dan Dokumentasi IT,Badan Pendapatan Daerah Kota Surabaya,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/3afef175-ba3d-4fdb-8841-c5adf846e38d/d031f578-ea61-11ee-9c87-8a782fec29d6
IT Developer (2),Trafoindo,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/325731ca-dafd-4b0b-8332-eac13bf8c179/591e5ed7-01f0-11ef-829a-72f05e45eff5
IT Developer (3),Trafoindo,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/325731ca-dafd-4b0b-8332-eac13bf8c179/f7e01eb9-01f0-11ef-829a-72f05e45eff5
IT Developer (1),Trafoindo,Kota Tangerang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/325731ca-dafd-4b0b-8332-eac13bf8c179/1dd1ab94-013f-11ef-ba24-e26d212b611d
Management Information System,Nielseniq,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f4d295ea-c352-47e6-8fff-3cbf9f30322b/4b2c5ad2-f186-11ee-bf75-32cfa9fc582e
Information System Management,Nielseniq,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f4d295ea-c352-47e6-8fff-3cbf9f30322b/b7683778-f026-11ee-9c51-1aff99471513
Analis Data dan Kebijakan,"Direktorat Jenderal Industri Kimia, Farmasi Dan Tektil, Kementerian Perindustrian",Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/41ee3523-87ff-4b65-aaad-fec5b04c332b/03ff9f69-042d-11ef-bb7f-6ac06bc5928b
Admin and Developer,BTPN Syariah,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/09c13350-1baf-4c00-bbd2-f5fb7fd8fae3/6ffc961b-f22a-11ee-bf75-32cfa9fc582e
IT Developer,BTPN Syariah,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/09c13350-1baf-4c00-bbd2-f5fb7fd8fae3/488bbecd-f22f-11ee-bf75-32cfa9fc582e
Database & Process Improvement,BTPN Syariah,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/09c13350-1baf-4c00-bbd2-f5fb7fd8fae3/e3f40310-f23a-11ee-af0a-42786e9b30fb
UX Research,BTPN Syariah,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/09c13350-1baf-4c00-bbd2-f5fb7fd8fae3/6e2a6556-f23e-11ee-af0a-42786e9b30fb
Kediri - Online Market Developer,Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/354fe9b5-fcb9-11ee-be48-1676ae1015eb
Corporate Management System Content Creator Intern,Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/b187b650-03b6-11ef-aabb-d2b161fa8253
Corporate Management System Data Analyst,Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/d5065f14-03b6-11ef-81c7-3aea31585551
Customer Care - Data Analitycs Assistant Intern,Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/4ee6fc37-fca8-11ee-b3c3-42bfe4d30846
DevOps Engineer - Intern,Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/1a50a47d-fc7b-11ee-be48-1676ae1015eb
Data Analyst,Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/0a2ea159-fc7b-11ee-be48-1676ae1015eb
Data Engineer - Data Warehouse Engineer Intern,Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/fa2d439c-fc7a-11ee-be48-1676ae1015eb
Data Engineer - Data Infrastructure Engineer Intern,Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/ed10ac08-fc7a-11ee-be48-1676ae1015eb
Technology Experience Associate (Logistics & Distribution),Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/cef31a30-03b9-11ef-bb7f-6ac06bc5928b
Technology Experience Associate (Commercial),Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/67cc7eef-fc7a-11ee-b3c3-42bfe4d30846
Technology Experience Associate (Supply & Distribution),Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/4e6f21cb-fc7a-11ee-877d-ee833f3bb5c3
BE Data Mining & Analyst,Paragon Technology and Innovation,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/78032704-fc7e-11ee-be48-1676ae1015eb
Dicoding AI/ML Engineer - Bandung,Dicoding Academy,Kota Bandung,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/378f6100-0c93-4564-9d60-27f41e62d320/c57df9ae-fedf-11ee-bcd1-e26d212b611d
Dicoding Data Scientist - Bandung,Dicoding Academy,Kota Bandung,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/378f6100-0c93-4564-9d60-27f41e62d320/caff0586-fedb-11ee-9733-ca7bef2c0196
Dicoding Data Scientist - Bintaro,Dicoding Academy,Kota Tangerang Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/378f6100-0c93-4564-9d60-27f41e62d320/b2f236ca-fee5-11ee-9733-ca7bef2c0196
Quality Assurance & Web Developer,Link Productive,Kota Cilegon & Yogyakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0ee95778-edd5-4499-9258-6dbbc8e55a9a/6ae66fa7-dcf4-11ee-b700-4642b0dc758f
Full-stack Developer ,Zen Multimedia,Kab. Purwakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/be94c64c-4fdf-40a6-8d59-362202a6a728/15bd99da-f3c2-11ee-9129-da28f9df4d8d
Accounting System SIMRS ,Zen Multimedia,Kab. Purwakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/be94c64c-4fdf-40a6-8d59-362202a6a728/ba28c438-f3c2-11ee-af0a-42786e9b30fb
Backend Engineer Intern,Hangry Indonesia,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f4b6d185-c687-46e2-9c94-77bfdaafa3a5/4076c139-f168-11ee-af0a-42786e9b30fb
Mandarin Content Developer,Cakap,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/69d91c40-298c-44c5-b531-868d6e4069b4/778f8d57-0148-11ef-ba24-e26d212b611d
English Content Developer,Cakap,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/69d91c40-298c-44c5-b531-868d6e4069b4/eb8d81b7-0147-11ef-9733-ca7bef2c0196
Business Content Developer,Cakap,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/69d91c40-298c-44c5-b531-868d6e4069b4/e7c12174-017a-11ef-aa69-e26d212b611d
Cakap Kids Acadeny Content Developer,Cakap,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/69d91c40-298c-44c5-b531-868d6e4069b4/2212bd4c-017b-11ef-9733-ca7bef2c0196
Assessment Developer,Cakap,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/69d91c40-298c-44c5-b531-868d6e4069b4/36f149c0-02e7-11ef-829a-72f05e45eff5
Upskill Content Developer,Cakap,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/69d91c40-298c-44c5-b531-868d6e4069b4/13be0c2e-0177-11ef-9733-ca7bef2c0196
"IT, Digital & Operations",Bank Danamon,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4fe86c18-31b5-4adf-a5cf-1c9fb8386f52/17e6d90c-f24f-11ee-bf75-32cfa9fc582e
Tech IT Infrastructure Intern,Halodoc,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da538c4b-2c54-4b98-85c8-35225e2d12df/ec01f192-f175-11ee-af0a-42786e9b30fb
Information Security & Data Privacy Intern,Halodoc,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da538c4b-2c54-4b98-85c8-35225e2d12df/a06b3d9d-f191-11ee-af0a-42786e9b30fb
Mobile Developer - REACT NATIVE ,Emtek,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/13b794c2-fe3a-11ee-ac63-7e456e52b7d0
Web Developer ,Emtek,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/7c933702-fe39-11ee-ac63-7e456e52b7d0
HR System & Analytics ,Emtek,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/f2e8754d-eb15-11ee-a97f-624b48284b25
IT Support,Emtek,Kab. Bogor,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/d276bb35-fba2-11ee-a84a-72d99f96bee5
IT Broadcast Intern – Production Services ,Emtek,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/6c7beb87-fbaf-11ee-877d-ee833f3bb5c3
IT,Emtek,Kota Tangerang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/6744a80b-f552-11ee-bf75-32cfa9fc582e
IT Network ,Emtek,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/be4ac03a-02e4-11ef-829a-72f05e45eff5
Network Operation Center (NOC) Engineer,Emtek,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/c79e28e8-fba3-11ee-82ee-42fdda477ac9
Fullstack Developer,Emtek,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/f721237e-fba0-11ee-828e-bacafdd728b8
Mobile Apps (Flutter) Developer,Emtek,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/5fc7a276-fba1-11ee-a84a-72d99f96bee5
Software Developer,Emtek,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/cafd3c75-f32e-11ee-bf75-32cfa9fc582e
Application Developer (Kab. Bogor Area),Emtek,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/0f09a21f-f32e-11ee-bf75-32cfa9fc582e
IT Support,Emtek,Kota Tangerang Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9c06011-84f6-4166-94f8-220b64957f8a/44256ed0-f2f3-11ee-9129-da28f9df4d8d
Recruitment & Employee Database Project,KALLA GROUP,Kota Makassar,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/5da9688d-2d86-4f1c-9aee-45497641c722/c79758d5-01f9-11ef-98a1-c2fa75b94ea6
Market Data,KALLA GROUP,Kota Makassar,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/5da9688d-2d86-4f1c-9aee-45497641c722/4400569e-0218-11ef-bb7f-6ac06bc5928b
Redeveloping Driver Services Management System,KALLA GROUP,Kota Makassar,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/5da9688d-2d86-4f1c-9aee-45497641c722/9eba9d37-02df-11ef-829a-72f05e45eff5
Fleet Management System,KALLA GROUP,Kota Makassar,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/5da9688d-2d86-4f1c-9aee-45497641c722/3eed0efb-0493-11ef-9e17-0a54edb93563
Ashore Security,PELNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e0d08fa2-f57f-4218-bff5-55818d318ff9/03a737b0-fcad-11ee-be48-1676ae1015eb
Information Technology Operation,PELNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e0d08fa2-f57f-4218-bff5-55818d318ff9/916a14d5-fcbd-11ee-8a8f-92099b7350cd
Information Technology Development,PELNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e0d08fa2-f57f-4218-bff5-55818d318ff9/233b9200-fcbd-11ee-be48-1676ae1015eb
Information Technology Planning and Governance,PELNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e0d08fa2-f57f-4218-bff5-55818d318ff9/ac9870c9-fcbc-11ee-b3c3-42bfe4d30846
Data Scientist,Dinas Komunikasi Dan Informatika Kota Surabaya,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/51665208-17b5-4d3f-9c08-9beb98e8a1e0/8dbbfa6d-ecd8-11ee-92bb-b27cd062ba27
IT Security Engineer,Dinas Komunikasi Dan Informatika Kota Surabaya,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/51665208-17b5-4d3f-9c08-9beb98e8a1e0/2a199bc7-f008-11ee-9c51-1aff99471513
IT Support & Networking,Dinas Komunikasi Dan Informatika Kota Surabaya,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/51665208-17b5-4d3f-9c08-9beb98e8a1e0/71fdd47b-f007-11ee-bb69-32b7bdeb41bc
